job_title,keywords
customer success manager,"service planning, predictive maintenance, root cause analysis, automotive industry, inventory management, compliance requirement"
software engineer/developer,"social medium, research paper, hough transform, data visualization, image processing, malware detection, machine learn, computer security, artificial intelligence, com, software development"
business development executive/manager,"audio compression, new business development, pricing strategy, market share, system on a chip, technical writing, russian language, com, laboratory report, professional communication, business development"
marketing executive/manager,"audio compression, new business development, pricing strategy, market share, system on a chip, technical writing, russian language, com, laboratory report, professional communication, business development"
business development,"audio compression, new business development, pricing strategy, market share, system on a chip, technical writing, russian language, com, laboratory report, professional communication, business development"
business development,"audio compression, new business development, pricing strategy, market share, system on a chip, technical writing, russian language, com, laboratory report, professional communication, business development"
sales associate,"data science, reach, com"
software engineer/developer,"social medium, write communication, software development, asp net, image processing, problem solve"
software engineer/developer,"social medium, html, law enforcement, it infrastructure, css, com"
full stack developer,"social medium, html, law enforcement, it infrastructure, css, com"
full stack developer,"social medium, html, law enforcement, it infrastructure, css, com"
operations manager,"user interface, financial market, quality assurance, transaction log, fix, data analysis"
sales associate,"com, digital marketing, case studies, mobile devices, payroll processing, eco friendly, french, long distance running, mobile games, cpt, project management, social medium, home care, networking, microsoft excel, creative writing, road biking, microsoft word, mobile internet, c++, leadership, microsoft office, teamwork, accounting software, sql, team management, social medium content, business english, teaching, team building, basic html, mobile payments, english to french, mobile communications, freelance writing, public speaking, team leadership, examinerships, medium strategy, strategic planning, mobile applications, social networking, reasoning skills, mobile technology, use tax, boxing, vegetarian cooking, running"
management consultant,"application development, program management, deployment support, financial planning, integration testing, regulatory compliance, customer service, user story, business development"
software engineer/developer,"application development, program management, deployment support, financial planning, integration testing, regulatory compliance, customer service, user story, business development"
full stack developer,"computer programming, html, spring boot"
software engineer/developer,"computer programming, html, spring boot"
ui/ux designer,"user interface, adobe photoshop, technical support, access control, design brief, technical service, seo, user experience, information technology, cms, computer science, graphic design, sci, marketing material, team build, web banner, information system"
ui/ux designer,"user interface, adobe photoshop, technical support, access control, design brief, technical service, seo, user experience, information technology, cms, computer science, graphic design, sci, marketing material, team build, web banner, information system"
ui/ux designer,"user interface, adobe photoshop, technical support, access control, design brief, technical service, seo, user experience, information technology, cms, computer science, graphic design, sci, marketing material, team build, web banner, information system"
business consultant,"business process, business development, com, digital marketing, technology solution, crm"
business development executive/manager,"business process, business development, com, digital marketing, technology solution, crm"
marketing consultant,"virtual event, case, community marketing"
web developer,"google cloud, interpersonal communication, lazy loading, service orient architecture, case management, cyber security, management system, web development, cloud technology, web application, workflow technology, new relic, node js, css, user information, react redux, agile methodology, load time, cloud storage, access control, file structure, express js, software engineering, information technology, json web token, reach, case, role base access control"
software engineer/developer,"google cloud, interpersonal communication, lazy loading, service orient architecture, case management, cyber security, management system, web development, cloud technology, web application, workflow technology, new relic, node js, css, user information, react redux, agile methodology, load time, cloud storage, access control, file structure, express js, software engineering, information technology, json web token, reach, case, role base access control"
software engineer/developer,"google cloud, interpersonal communication, lazy loading, service orient architecture, case management, cyber security, management system, web development, cloud technology, web application, workflow technology, new relic, node js, css, user information, react redux, agile methodology, load time, cloud storage, access control, file structure, express js, software engineering, information technology, json web token, reach, case, role base access control"
software engineer/developer,"google cloud, interpersonal communication, lazy loading, service orient architecture, case management, cyber security, management system, web development, cloud technology, web application, workflow technology, new relic, node js, css, user information, react redux, agile methodology, load time, cloud storage, access control, file structure, express js, software engineering, information technology, json web token, reach, case, role base access control"
quality control/assurance manager,"test management, traceability matrix, regression testing, investment banking, investment management, risk register, source insight, requirement specification, defect tracking, financial service, business process, problem solve, middle office, financial technology, financial market, act, front office, capital market, asset class, fix, asset management, test case, system integration, sanity testing, compatibility testing"
business development executive/manager,"html, microsoft word, c, c++, leadership, microsoft office, team management, powerpoint, java, research"
product manager,"business development, sales, key account management, channel sales, marketing, team management, marketing management, distributed team management, brand management"
business consultant,"competitive intelligence, marketing research, executive leadership, marketing mix, research report, account management, marketing strategy, emc, information technology, secondary research, professional service, brand awareness, marketing material, primary research, marketing operation, market research, sale management, lead generation"
business development,"competitive intelligence, marketing research, executive leadership, marketing mix, research report, account management, marketing strategy, emc, information technology, secondary research, professional service, brand awareness, marketing material, primary research, marketing operation, market research, sale management, lead generation"
executive director,"competitive intelligence, marketing research, executive leadership, marketing mix, research report, account management, marketing strategy, emc, information technology, secondary research, professional service, brand awareness, marketing material, primary research, marketing operation, market research, sale management, lead generation"
research analyst,"competitive intelligence, marketing research, executive leadership, marketing mix, research report, account management, marketing strategy, emc, information technology, secondary research, professional service, brand awareness, marketing material, primary research, marketing operation, market research, sale management, lead generation"
ui/ux designer,"adobe photoshop, application development, rss, html, web page, mobile application development, reach, computer science, single page application, google analytic, react js, javascript library, customer experience"
management consultant,"quality control, performance measurement, marketing operation, power bi, business operation, market development, business model, material handling, resource allocation, organizational strategy, nuclear power, process optimization"
quality control/assurance manager,"ansys, computational fluid dynamics, microsoft excel, microsoft word, c, c++, english, aspen plus, microsoft office, microsoft powerpoint, cam cad, engineering, management, powerpoint, teamwork"
quality control/assurance manager,"ansys, computational fluid dynamics, microsoft excel, microsoft word, c, c++, english, aspen plus, microsoft office, microsoft powerpoint, cam cad, engineering, management, powerpoint, teamwork"
quality control/assurance manager,"ansys, computational fluid dynamics, microsoft excel, microsoft word, c, c++, english, aspen plus, microsoft office, microsoft powerpoint, cam cad, engineering, management, powerpoint, teamwork"
software engineer/developer,"artificial neural network, internet protocol, object detection, accounting software, big datum, tally erp, internet protocol telephony"
project engineer,"machine learn, data science, civil engineering, information technology, service industry"
sales associate,"mass tort, claim processing, certify fraud examiner"
administrative assistant,"mass tort, claim processing, certify fraud examiner"
administrative assistant,"mass tort, claim processing, certify fraud examiner"
project manager,"problem solve, precision engineering, maintenance engineering, industrial engineering, cut tool, project management"
business analyst,"brand awareness, digital marketing, case, performance metric, seo, influencer marketing, web page, competitor analysis, campaign management, performance appraisal, content marketing, press release, lead generation, social medium, google analytic"
business analyst,"brand awareness, digital marketing, case, performance metric, seo, influencer marketing, web page, competitor analysis, campaign management, performance appraisal, content marketing, press release, lead generation, social medium, google analytic"
product manager,"value add service, business requirement, seo, pmo, product strategy, product requirement, management system, com, electronic component, order management system, digital technology, trade compliance, release note, business development, competitive analysis, erp, api, data analysis, digital marketing, service strategy, sprint retrospective, html, payment method, sprint planning, google analytic, quality assurance, user story"
digital marketing,"social network, social medium, medium strategy"
graphic designer,"social network, social medium, medium strategy"
systems analyst/consultant,"data extraction, imp, clinical trial, raw datum, survival analysis, adam, data analysis"
web developer,"content management system, lan, management system, web development, web content management system, spanish language, general ledger, san, application server, jvm, electronic datum interchange, account payable, cms, content management, court reporting, google search appliance, linux server, virtual environment, web accessibility, authentication server, graphic design, csf, shell script, unix shell, case, technical analysis, apache http server, cloud host"
administrative assistant,"content management system, lan, management system, web development, web content management system, spanish language, general ledger, san, application server, jvm, electronic datum interchange, account payable, cms, content management, court reporting, google search appliance, linux server, virtual environment, web accessibility, authentication server, graphic design, csf, shell script, unix shell, case, technical analysis, apache http server, cloud host"
financial analyst,"regulatory filing, service management, space planning, regulatory requirement, it service management, venture capital, microsoft access, risk management"
research analyst,"business requirement, technology solution, fix income, financial service, quality assurance, educational technology, service industry"
project engineer,"contract management, construction, civil engineering, construction management, autocad, microsoft office, real estate, ms project, microsoft project"
web developer,"business development, financial accounting, mba, mass communication, job description, market trend, digital transformation, liberal art"
content writer,"media production, new media, seo, video, community management, web content writing, seo, video journalism, social medium, creative writing, broadcasting, post production, content development, video editing, broadcast television, editing, media monitoring, content management, broadcast journalism, content monitoring, digital media, online video production, transmission, broadcast, content marketing, television"
content writer,"media production, new media, seo, video, community management, web content writing, seo, video journalism, social medium, creative writing, broadcasting, post production, content development, video editing, broadcast television, editing, media monitoring, content management, broadcast journalism, content monitoring, digital media, online video production, transmission, broadcast, content marketing, television"
executive director,"economic sanction, compliance requirement, open standard, export declaration"
sales associate,"economic sanction, compliance requirement, open standard, export declaration"
project manager,"software engineering, production engineering, aerospace industry, edc, project coordination, pmo, reverse engineering, research and development, system integration, process improvement, production process, project management, software development"
project manager,"software engineering, production engineering, aerospace industry, edc, project coordination, pmo, reverse engineering, research and development, system integration, process improvement, production process, project management, software development"
business development,"business process, computer science, process improvement, business process improvement, business intelligence"
business development executive/manager,"business development, fix, team management, sale operation, operation management"
sales manager,"digital marketing, e commerce, bounce rate, web page"
graphic designer,"digital marketing, e commerce, bounce rate, web page"
business development executive/manager,"revenue analysis, rooms division, hospitality management, opening hotels, guest service management, pre opening, catering, hospitality industry, property management, leadership, f&b operations, sales, property management systems, hotel management, spa, hospitality, banquet operations, real estate, rooms division management, tourism, customer satisfaction, yield management, team leadership, front office, event management, pre opening experience, micros, banquets, hotels, resorts, food and beverage"
sales associate,"charter accountant, configuration management, oracle cloud, test case, gap analysis, functional specification, process improvement, regression testing"
sales associate,"charter accountant, configuration management, oracle cloud, test case, gap analysis, functional specification, process improvement, regression testing"
financial analyst,"property tax, decision make, cash management, value creation, real estate, strategic decision make, financial analysis, asset management, erp, strategic planning"
financial analyst,"property tax, decision make, cash management, value creation, real estate, strategic decision make, financial analysis, asset management, erp, strategic planning"
software engineer/developer,"user interface, xml, front end, c #, parallel processing, microsoft visual studio, system simulation, back end, graphical user interface, software development"
project engineer,"project planning, substation, electrical engineering, work measurement, microsoft office, engineering, spare part management"
project engineer,"project planning, substation, electrical engineering, work measurement, microsoft office, engineering, spare part management"
customer success manager,"client service, information technology, electronic engineering, service management"
product manager,"crm, business case, american recovery and reinvestment act, market segmentation, focus group, strategic marketing, marketing operation, market research, marketing communication, revenue sharing, product line, customer engagement, competitive intelligence, manage market, marketing automation, digital content, target market, service delivery, business development, competitive analysis, business partner, marketing strategy, spend analysis, product design, global marketing, press release, decision make, brand positioning, business intelligence, demand generation, product marketing, contract negotiation, market datum, go to market strategy, p&l, case, digital medium, customer experience, network service, strategic alliance"
business development,"crm, business case, american recovery and reinvestment act, market segmentation, focus group, strategic marketing, marketing operation, market research, marketing communication, revenue sharing, product line, customer engagement, competitive intelligence, manage market, marketing automation, digital content, target market, service delivery, business development, competitive analysis, business partner, marketing strategy, spend analysis, product design, global marketing, press release, decision make, brand positioning, business intelligence, demand generation, product marketing, contract negotiation, market datum, go to market strategy, p&l, case, digital medium, customer experience, network service, strategic alliance"
marketing executive/manager,"crm, business case, american recovery and reinvestment act, market segmentation, focus group, strategic marketing, marketing operation, market research, marketing communication, revenue sharing, product line, customer engagement, competitive intelligence, manage market, marketing automation, digital content, target market, service delivery, business development, competitive analysis, business partner, marketing strategy, spend analysis, product design, global marketing, press release, decision make, brand positioning, business intelligence, demand generation, product marketing, contract negotiation, market datum, go to market strategy, p&l, case, digital medium, customer experience, network service, strategic alliance"
business analyst,"crm, business case, american recovery and reinvestment act, market segmentation, focus group, strategic marketing, marketing operation, market research, marketing communication, revenue sharing, product line, customer engagement, competitive intelligence, manage market, marketing automation, digital content, target market, service delivery, business development, competitive analysis, business partner, marketing strategy, spend analysis, product design, global marketing, press release, decision make, brand positioning, business intelligence, demand generation, product marketing, contract negotiation, market datum, go to market strategy, p&l, case, digital medium, customer experience, network service, strategic alliance"
project manager,"crm, business case, american recovery and reinvestment act, market segmentation, focus group, strategic marketing, marketing operation, market research, marketing communication, revenue sharing, product line, customer engagement, competitive intelligence, manage market, marketing automation, digital content, target market, service delivery, business development, competitive analysis, business partner, marketing strategy, spend analysis, product design, global marketing, press release, decision make, brand positioning, business intelligence, demand generation, product marketing, contract negotiation, market datum, go to market strategy, p&l, case, digital medium, customer experience, network service, strategic alliance"
marketing consultant,"crm, business case, american recovery and reinvestment act, market segmentation, focus group, strategic marketing, marketing operation, market research, marketing communication, revenue sharing, product line, customer engagement, competitive intelligence, manage market, marketing automation, digital content, target market, service delivery, business development, competitive analysis, business partner, marketing strategy, spend analysis, product design, global marketing, press release, decision make, brand positioning, business intelligence, demand generation, product marketing, contract negotiation, market datum, go to market strategy, p&l, case, digital medium, customer experience, network service, strategic alliance"
quality control/assurance manager,"soapui, windows, training, customer service, c#, process improvement, mainframe testing, project management, cascading style sheets, software testing, microsoft excel, alm, database testing, microsoft word, c++, javascript, leadership, microsoft office, system testing, sql, vbscript, quality assurance, html, version one, c, management, powerpoint, java, team leadership, application lifecycle management, microsoft sql server, strategic planning, information technology, service industry, program management, intergration test, mysql"
financial analyst,"sponsor servicing, sports marketing, social medium, sponsorship management, english, leadership, microsoft office, marketing, teamwork, financial analysis, team management, venue operations, event planning, sports management, time management, sports coaching, sports, management, sports media, event management, social networking, sponsorship, social media"
customer success manager,"team build, customer service, emotional intelligence"
project manager,"rural development, community resilience, project management"
sales associate,"data store, x ray, change request, atomic layer deposition, process control, act, manufacturing process, x ray photoelectron spectroscopy, product defect, failure analysis, application server, material characterization, mems, product design, process development, wafer fabrication, mechanical system, electron microscopy, scan electron microscopy, statistical process control, product quality, transmission electron microscopy, micro electro mechanical system"
business development executive/manager,"reach, time management, direct marketing, usp, sale territory"
business development executive/manager,"reach, time management, direct marketing, usp, sale territory"
executive director,"travel nursing, healthcare service, business development"
executive director,"travel nursing, healthcare service, business development"
business development executive/manager,"travel nursing, healthcare service, business development"
business development executive/manager,"travel nursing, healthcare service, business development"
engineering manager/project manager,"com, core product, notification service, e commerce, marketing automation, ruby on rail, server response, api, web application"
product manager,"com, core product, notification service, e commerce, marketing automation, ruby on rail, server response, api, web application"
project manager,"payroll processing, functional design, wage garnishment, client service, data conversion, system testing, data validation"
business analyst,"xml, alm, banking service, requirement analysis, microsoft excel, sepa, microsoft office, sql, file format, retail banking, manual testing, payments, production support, swift payments, java, test automation, home automation, information technology, programming, service industry, test case, linux"
mechanical engineer,"service quality, mechanical engineering, sustainability strategy, underbalanced drilling, project management, gas turbine, mba, well control, drill engineering, cost reduction"
business development,"digital marketing, operations management, marketing strategy, business strategy, international sale, market penetration, competitive analysis, leadership, microsoft office, marketing, teamwork, team management, social media marketing, branding, content development, c, management, brand management, business development, account management, business process improvement, social media, market research"
content writer,"reach, sox, business partner, succession planning, marketing communication, account management, international business, research and development, user experience, revenue stream, business requirement, keyword research, mass email, seo, communication strategy, job description, job analysis, process improvement, hris, act, problem solve"
project manager,"reach, sox, business partner, succession planning, marketing communication, account management, international business, research and development, user experience, revenue stream, business requirement, keyword research, mass email, seo, communication strategy, job description, job analysis, process improvement, hris, act, problem solve"
mechanical engineer,"adobe photoshop, mechanical engineering, supply chain, sap erp, ansi, html, test equipment, system engineering, manufacturing process, executive development, electrical engineering, microsoft office, erp, rapid prototyping, injection molding, 3d printing"
mechanical engineer,"adobe photoshop, mechanical engineering, supply chain, sap erp, ansi, html, test equipment, system engineering, manufacturing process, executive development, electrical engineering, microsoft office, erp, rapid prototyping, injection molding, 3d printing"
mechanical engineer,"adobe photoshop, mechanical engineering, supply chain, sap erp, ansi, html, test equipment, system engineering, manufacturing process, executive development, electrical engineering, microsoft office, erp, rapid prototyping, injection molding, 3d printing"
product manager,"cloud engineering, civil engineering, information technology, service industry, web development, distribute computing"
software engineer/developer,"business intelligence tools, databases, bodi, bods, consulting, sdlc, etl, data warehousing, boxi, business objects data integrator, pl/sql, sql, data migration, business intelligence, requirements analysis, oracle sql developer, testing, microsoft sql server, xml, performance tuning, sql server 2008, data modeling, informatica, business objects, oracle, software development life cycle, teradata, oracle sql"
software engineer/developer,"servlets, html, css, jquery, software development, javascript, pl/sql, jenkins, sql, html, maven, store procedure, pl sql, java, hibernate, putty, xml, application development, saml, jsp, spring mvc, test case, oracle"
software engineer/developer,"servlets, html, css, jquery, software development, javascript, pl/sql, jenkins, sql, html, maven, store procedure, pl sql, java, hibernate, putty, xml, application development, saml, jsp, spring mvc, test case, oracle"
full stack developer,"application development, functional requirement, software design, c #, software development, api, web application, css, html"
full stack developer,"application development, functional requirement, software design, c #, software development, api, web application, css, html"
software engineer/developer,"crm, application development, design flow, requirement specification, case management, soql, gap analysis, service desk, software requirement specification, operating cost, page layout, google sheet, mobile application development, data migration, source code, role hierarchy, programming concept, campaign management, business process, lead management, agile methodology, salesforce com, build pipeline, sosl, call center, shell script, case, esd"
software engineer/developer,"crm, application development, design flow, requirement specification, case management, soql, gap analysis, service desk, software requirement specification, operating cost, page layout, google sheet, mobile application development, data migration, source code, role hierarchy, programming concept, campaign management, business process, lead management, agile methodology, salesforce com, build pipeline, sosl, call center, shell script, case, esd"
data analyst,"claim processing, microsoft excel, back end, microsoft word, real estate, gene expression, raw datum, regression testing, case"
data analyst,"claim processing, microsoft excel, back end, microsoft word, real estate, gene expression, raw datum, regression testing, case"
customer success manager,"business technology, project management, customer service, account management"
project manager,"quality control, furniture design, architectural model, com, product line, front end, cms, architectural drawing, lighting fixture, back end, model building, one sheet, art direction, watercolor painting, project management, graphic design, architectural design, technology integration, interior design, ff&e, microsoft office"
project manager,"quality control, furniture design, architectural model, com, product line, front end, cms, architectural drawing, lighting fixture, back end, model building, one sheet, art direction, watercolor painting, project management, graphic design, architectural design, technology integration, interior design, ff&e, microsoft office"
executive director,"market share, call center, back end, customer service, medical equipment, sample collection, direct selling, site selection, vis, arm, rural development, healthcare service, business acquisition, customer satisfaction"
business development,"market share, call center, back end, customer service, medical equipment, sample collection, direct selling, site selection, vis, arm, rural development, healthcare service, business acquisition, customer satisfaction"
management consultant,"business partner, financial datum, process improvement, need analysis, account payable, tax preparation, decision make"
business analyst,"crm, arm, master data management, adp, mba, financial system, expense report, digital transformation, production support, capital expenditure, corporate finance, cash management, revenue recognition, corporate accounting, product engineering, fasb, system configuration, oracle application, implement project, trade promotion management, account payable, business process, billing system, erp, sox, post production, radius, process integration, data management, crisis management, project management, analytical skill, business system"
business analyst,"crm, arm, master data management, adp, mba, financial system, expense report, digital transformation, production support, capital expenditure, corporate finance, cash management, revenue recognition, corporate accounting, product engineering, fasb, system configuration, oracle application, implement project, trade promotion management, account payable, business process, billing system, erp, sox, post production, radius, process integration, data management, crisis management, project management, analytical skill, business system"
systems analyst/consultant,"electrical system, industrial engineering, microsoft excel, product design, electrical engineering"
sales representative,"event planning, microsoft excel, customer service, microsoft word, sales, microsoft office, financial planning, marketing, management"
network engineer,"technical support, high education, information technology, computer system, lan, wireless access point, computer virus, local area network, operating system, backup and restore, microsoft office"
network engineer,"technical support, high education, information technology, computer system, lan, wireless access point, computer virus, local area network, operating system, backup and restore, microsoft office"
administrative assistant,"customer experience, office administration, customer service"
sales representative,"customer experience, office administration, customer service"
customer success manager,"design and technology, resource management, environmental science, quantitative analysis, integrate design, natural resource management, property management"
management consultant,"market trend, marketing strategy, front end, public relation, back end, digital marketing"
business development,"market trend, marketing strategy, front end, public relation, back end, digital marketing"
software engineer/developer,"web service, code review, multivariate testing, net framework, com, customer engagement, computer engineering, verbal communication skill, xml, affiliate network, amazon web service, c #, microsoft azure, software development, code coverage, fix, back end, computer science, software development life cycle, computer network, information infrastructure"
business analyst,"web service, code review, multivariate testing, net framework, com, customer engagement, computer engineering, verbal communication skill, xml, affiliate network, amazon web service, c #, microsoft azure, software development, code coverage, fix, back end, computer science, software development life cycle, computer network, information infrastructure"
product manager,"due diligence, business development, public policy, result focus, technology solution, fema"
software engineer/developer,"core service, mobile app, google cloud, com"
software engineer/developer,"core service, mobile app, google cloud, com"
software engineer/developer,"core service, mobile app, google cloud, com"
software engineer/developer,"j2ee, core java, customer service, microsoft powerpoint, spring security, project management, research, microsoft excel, microsoft word, leadership, microsoft office, j2ee web services, management, java, public speaking, postgresql, hibernate, spring boot, mysql"
digital marketing,"foreign market, e marketing, asset management, new venture, succession planning, risk analysis, opportunity analysis, cash flow management, business operation, market risk, cash flow, team management, international standard, decision make, business study, business development"
data analyst,"machine learn, html, ethical hacking, external affair, css"
customer success manager,"business process improvement, process improvement, operation management, customer service, business process, production schedule, business administration"
software engineer/developer,"jquery ui, web development, prototype js, xsl, technical documentation, atlassian bamboo, kendo ui, performance profiling, partner development, functional testing, xml, oop, css, soap, html, php framework, test suite, unix shell, ide"
software engineer/developer,"jquery ui, web development, prototype js, xsl, technical documentation, atlassian bamboo, kendo ui, performance profiling, partner development, functional testing, xml, oop, css, soap, html, php framework, test suite, unix shell, ide"
software engineer/developer,"jquery ui, web development, prototype js, xsl, technical documentation, atlassian bamboo, kendo ui, performance profiling, partner development, functional testing, xml, oop, css, soap, html, php framework, test suite, unix shell, ide"
content writer,"business process, microsoft excel, service provider, digital marketing, microsoft word, event management, microsoft office, content creation, process improvement, lead generation, business process improvement, marketing strategy, market research"
sales manager,"business process, microsoft excel, service provider, digital marketing, microsoft word, event management, microsoft office, content creation, process improvement, lead generation, business process improvement, marketing strategy, market research"
business development,"business process, microsoft excel, service provider, digital marketing, microsoft word, event management, microsoft office, content creation, process improvement, lead generation, business process improvement, marketing strategy, market research"
business development,"real estate development, investment banking, professional service, international business, manufacture operation, com, international business development, real estate investment, commercial mortgage, competitor analysis, technical assistance, residential construction, business development, commercial finance, real estate, field research, banking service, analytical skill, assist living, technical analysis"
business development executive/manager,"banking, microsoft excel, accounting, corporate finance, microsoft word, finance, microsoft office, teamwork, financial modeling, risk management, analysis, financial analysis, powerpoint, team management, business analysis, data analysis, market research"
investment specialist,"banking, microsoft excel, accounting, corporate finance, microsoft word, finance, microsoft office, teamwork, financial modeling, risk management, analysis, financial analysis, powerpoint, team management, business analysis, data analysis, market research"
business development executive/manager,"banking, microsoft excel, accounting, corporate finance, microsoft word, finance, microsoft office, teamwork, financial modeling, risk management, analysis, financial analysis, powerpoint, team management, business analysis, data analysis, market research"
data scientist,"data science, object orient javascript, development environment, css, account management, server page, data visualization, a b testing, computer science, act, agile software development, machine learn, web development, san, user generate content, software development"
software engineer/developer,"data science, object orient javascript, development environment, css, account management, server page, data visualization, a b testing, computer science, act, agile software development, machine learn, web development, san, user generate content, software development"
data analyst,"problem solve, experience design, design thinking, information technology, business process, customer experience, project coordination"
engineering manager/project manager,"etl, electrical diagram, customer service, test design"
sales associate,"time management, musculoskeletal injury, injury prevention, first aid, sport injury, customer service, food service"
graphic designer,"adobe illustrator, adobe photoshop, crm, social medium, css, html, graphic art, customer service, mental health, voice act, content creation, social medium marketing, character design, audience segmentation, com, public speak, color theory"
data analyst,"data science, data visualization, information technology, microsoft excel, reach, tax policy, formal grammar, network security"
business analyst,"google optimize, a b testing, cms, e commerce, lead generation, google analytic"
business analyst,"google optimize, a b testing, cms, e commerce, lead generation, google analytic"
graphic designer,"adobe flash, cart, adobe indesign, xhtml, graphic design, adobe contribute, banner ad, digital signage, web development, adobe illustrator, social medium, adobe firework, html, look and feel, digital marketing, mac os x, operating system, adobe after effect, image optimization, adobe dreamweaver, adobe photoshop, com, logo design, mac os"
graphic designer,"adobe flash, cart, adobe indesign, xhtml, graphic design, adobe contribute, banner ad, digital signage, web development, adobe illustrator, social medium, adobe firework, html, look and feel, digital marketing, mac os x, operating system, adobe after effect, image optimization, adobe dreamweaver, adobe photoshop, com, logo design, mac os"
graphic designer,"adobe flash, cart, adobe indesign, xhtml, graphic design, adobe contribute, banner ad, digital signage, web development, adobe illustrator, social medium, adobe firework, html, look and feel, digital marketing, mac os x, operating system, adobe after effect, image optimization, adobe dreamweaver, adobe photoshop, com, logo design, mac os"
executive director,"social medium, celta, real estate, joint venture, english language, write english"
quality control/assurance manager,"help desk support, lean manufacturing, embed system, digital signage"
executive director,"relationship management, business development, cost reduction, customer service, organizational skill, management style, real estate, revenue growth, business strategy, interpersonal communication, financial service"
data scientist,"lammps, network model, cups, source code"
sales associate,"lammps, network model, cups, source code"
software engineer/developer,"linux server, configuration management, rdp, load balance, self discipline"
sales associate,"mechanical engineering, process improvement, regression analysis, product quality, root cause analysis, quality assurance, inventory control"
business development,"vendor contract, business intelligence, contract negotiation, financial planning, contract management, operation management, information technology, customer service, reach, financial analysis, data integrity, corporate service, financial service, case, asset management"
business analyst,"vendor contract, business intelligence, contract negotiation, financial planning, contract management, operation management, information technology, customer service, reach, financial analysis, data integrity, corporate service, financial service, case, asset management"
data analyst,"vendor contract, business intelligence, contract negotiation, financial planning, contract management, operation management, information technology, customer service, reach, financial analysis, data integrity, corporate service, financial service, case, asset management"
graphic designer,"print design, problem solve, motion graphic, visual merchandising, social medium marketing, brand identity, social medium, logo design"
graphic designer,"print design, problem solve, motion graphic, visual merchandising, social medium marketing, brand identity, social medium, logo design"
graphic designer,"print design, problem solve, motion graphic, visual merchandising, social medium marketing, brand identity, social medium, logo design"
project manager,"adobe illustrator, real estate development, adobe photoshop, environmental design, construction management, real estate, floor area, land development, presentation graphic, sustainable design, bim, feasibility study, property management, microsoft office"
sales associate,"supply chain, project management, supply chain management, inventory control"
software engineer/developer,"operating systems, e learning, cim, training, operating system, reach, teaching, team management, management, educational technology, educational research, diagnostic test, content creation, software development"
business development,"capability development, performance measurement, management consulting, change management, natural language processing, project management"
mechanical engineer,"cae, critical thinking, electrical system, cross functional team leadership, team leadership, project management, public relation, arm, electrical wiring, cost control, engineering tolerance, automotive industry, component design, fix, boundary layer, stepper motor"
full stack developer,"linear model, laser cut, screen printing, e commerce, web project, logistic regression, molecular dynamic, time series, computer vision, image processing, web application, business technology, react js, dynamic simulation, css, strategic partnership, network computer, ses, aws lambda, etl, cnc, server side, circuit design, project scope, arima, html, real estate, user experience, data integrity, cluster analysis, mobile app, kernel density estimation"
full stack developer,"linear model, laser cut, screen printing, e commerce, web project, logistic regression, molecular dynamic, time series, computer vision, image processing, web application, business technology, react js, dynamic simulation, css, strategic partnership, network computer, ses, aws lambda, etl, cnc, server side, circuit design, project scope, arima, html, real estate, user experience, data integrity, cluster analysis, mobile app, kernel density estimation"
data scientist,"data science, solution architecture, time series, embed system, big datum, etl, business analytic, distribute file system, file system, machine learn, asa, operating system, network analysis, transcription factor, chemical reaction"
management consultant,"operational efficiency, agile project management, commercial insurance, solution design, agile project, business process improvement, knowledge management, technology alignment, requirement management, process improvement, business case, project management, business process, business analysis, business strategy, process optimization, business development"
